# Scales historical SSP GDP data to GCAM3 GDP data.
# Calculates future GDP based on ratio of GCAM3 future to 2010 value.
iso,year,value
blz,1973,128.49519557700475
ben,1973,1149.1736143389214
btn,1973,85.12292572489896
bol,1973,4961.804980962447
bih,1973,782.2951607571549
bwa,1973,655.1529593513203
bra,1973,417681.7685045592
brn,1973,3815.56494296638
bgr,1973,16319.022762865416
bfa,1973,1080.8965545094395
mmr,1973,8769.196546171246
bdi,1973,621.4912427895397
khm,1973,750.9447487675483
cmr,1973,4001.552495687653
can,1973,404212.5169263294
cpv,1973,84.49280381738966
caf,1973,621.8322289850919
tcd,1973,1380.8232360676143
chl,1973,28367.359994467548
chn,1973,145233.2705179755
col,1973,48889.022774819445
cod,1973,15397.535440669424
cog,1973,1859.6657504470409
cri,1973,5268.063886337815
civ,1973,7298.265613459656
hrv,1973,15643.620738384327
cub,1973,15223.875901146994
cyp,1973,2064.356419082996
cze,1973,55521.84086503788
dnk,1973,108594.04323411148
dji,1973,190.1757656385533
dom,1973,6119.330085407176
ecu,1973,12365.984112782917
egy,1973,19470.265588761224
slv,1973,7175.011868485789
gnq,1973,91.35778145839303
eri,1973,536.1976590480235
est,1973,6516.04103796643
eth,1973,4901.562767064147
fji,1973,1025.4224741407413
fin,1973,64639.55050266248
fra,1973,806544.8271307336
gab,1973,3628.1940510072022
gmb,1973,148.30148660258243
geo,1973,7271.146359253513
deu,1973,1101576.0578140898
gha,1973,6510.243810869285
grc,1973,96368.2137491232
gtm,1973,8395.708145444125
gin,1973,1055.2384812341309
gnb,1973,245.88323915096663
guy,1973,998.0142821252506
hti,1973,3216.7677201074875
hnd,1973,2760.666194544609
hkg,1973,20171.3751621699
hun,1973,44717.98780401299
isl,1973,2749.7287770126745
ind,1973,142475.10185435828
idn,1973,59498.10008792641
irn,1973,94815.9976180832
irq,1973,15772.092515485914
irl,1973,26978.6905796228
isr,1973,32776.7884482469
ita,1973,685575.5379417314
jam,1973,6496.831951047706
jpn,1973,1512047.17878701
jor,1973,1832.6804103397512
kaz,1973,38456.329460487446
ken,1973,5575.192903518045
kwt,1973,42272.063280346956
kgz,1973,1637.537223244188
lao,1973,856.266538327027
lva,1973,8387.613928730201
lbn,1973,6063.209523181947
lso,1973,299.9917915165825
lbr,1973,945.8933316307879
lby,1973,7766.001833414014
ltu,1973,13045.858736230623
lux,1973,9240.844641032985
mac,1973,1402.9790928364664
mkd,1973,3687.7363493445037
mdg,1973,3267.0244280238285
mwi,1973,1079.4782524772527
mys,1973,17820.991421444163
mdv,1973,70.66831705574931
mli,1973,1595.522499323262
mlt,1973,828.9836846306595
mrt,1973,752.4131861273846
mus,1973,1052.1353683227785
mex,1973,216734.55965560503
mda,1973,3913.9179219825924
mng,1973,895.9908693848113
mar,1973,13533.431394374684
moz,1973,1248.8268134971988
