구    분,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
2009-06-26,43750,41624,40412,39669,39423,39985,42625,45767,50269,53875,55606,56400,54066,57319,58906,58700,58545,56859,54865,54549,54711,52885,50669,48223
2009-06-27,44201,42020,40747,39833,39470,39650,41045,42591,45603,48833,50935,51773,50251,51841,52277,51612,50630,49079,48569,49153,50456,49379,47755,45783
2009-06-28,42295,40151,38710,37693,37168,37145,38373,39108,40136,42270,44232,45165,45093,46258,46279,45839,45691,45512,45934,47314,48267,47406,46039,43652
2009-06-29,39913,37690,36482,36072,36060,36926,40105,44294,50095,54615,56806,57816,55449,58695,60129,59977,59751,58437,56666,56069,56088,53976,51475,48938
2009-06-30,44721,42484,41163,40371,40125,40437,43220,46928,52134,56069,57622,58084,55228,58081,58911,58354,57834,56452,55020,54673,54128,52369,50197,47715
2009-07-01,43608,41432,40344,39694,39619,40096,42586,45765,50045,53335,54860,55439,52594,55728,56781,56344,56264,54746,52888,52725,53255,51645,49508,47497
2009-07-02,43715,41575,40489,39734,39553,40156,42801,46127,50593,53552,55106,55360,52176,54773,55640,55006,54882,53826,52715,52599,52809,51132,49100,47394
2009-07-03,43518,41376,40340,39572,39489,40080,42786,45823,50043,52973,54543,55027,52360,55180,56383,55868,55334,53957,52260,52157,52632,50908,49046,47195
2009-07-04,43671,41518,40363,39452,39220,39461,41116,42898,45736,47883,49670,50146,48339,49889,50224,49272,48312,47106,46760,47433,48620,47644,46191,44945
2009-07-05,41486,39421,38256,37465,37137,37231,38260,38722,39545,41491,43184,44027,44194,45079,45353,45061,44945,44810,45114,46226,47811,46938,45399,43108
2009-07-06,39547,37344,36184,35749,35841,36703,40050,44148,50042,54688,57130,58352,55718,58723,60089,59424,58794,57177,55524,55265,55083,52941,50615,48720
2009-07-07,44603,42424,41314,40625,40292,40829,43574,46920,51190,54178,55558,56012,53474,56092,57469,56986,57135,56045,54911,54597,54340,52528,50385,48734
2009-07-08,44744,42404,41365,40719,40596,41148,43803,47068,51983,55283,57246,58451,55732,59057,60557,60132,59678,58001,56344,56339,56126,54382,51916,49949
2009-07-09,45686,43292,42040,41057,40966,41581,44097,47293,51876,55258,57105,57650,54674,57529,58746,57978,57480,56224,54967,54259,53753,52026,50067,48386
2009-07-10,44572,42369,41258,40474,40262,40728,43271,46190,50651,54052,55959,56783,54208,57211,58622,58055,57681,55841,53941,53579,54099,52234,50201,48371
2009-07-11,44492,42162,40915,40174,39826,39822,41161,42613,45645,48388,50486,51127,49169,50485,50788,49865,48966,47780,47764,48614,49103,47896,46347,45030
2009-07-12,41755,39561,38301,37505,37332,37453,38614,39363,40035,41889,43401,44160,44004,45057,45251,45062,44853,44779,45474,46425,47301,46567,45710,43616
2009-07-13,40043,38013,36809,36217,36405,37326,40442,44418,49915,53796,55548,56324,53701,56853,58453,58312,58263,57095,56199,55878,55341,53113,50861,48884
2009-07-14,44752,42571,41516,40761,40643,41181,43925,47515,52616,56715,58576,59237,56262,59121,60415,59795,59332,58171,56893,56460,55768,53697,51405,49551
2009-07-15,45333,42958,41716,40831,40779,41168,43766,46590,51137,53782,55254,55570,52802,55383,56502,56004,55717,54470,53075,53322,53729,52216,50277,48517
2009-07-16,44612,42260,41376,40536,40345,40864,43693,47050,51399,54581,56457,57174,54793,57637,59022,58667,58536,57211,55837,55730,55693,53817,51418,49564
2009-07-17,45577,42949,41658,40845,40699,41271,43835,47174,52313,55993,57938,58613,55900,58284,59107,58585,58245,57100,55893,55454,55177,53183,51330,49719
2009-07-18,45706,43441,42024,41058,40597,40776,42498,44392,47726,50583,52561,53370,51764,52990,53315,52301,51408,50107,49953,50590,51012,49612,48023,46615
2009-07-19,43035,40808,39275,38445,38226,38129,39084,39649,40611,42539,44394,45515,45593,46613,46938,46743,46613,46404,46920,47974,49323,48362,46800,44314
2009-07-20,40590,38381,37088,36378,36485,37323,40250,44316,50629,55592,57964,59133,56436,59540,60801,60212,59880,58421,57081,57016,56385,54259,51853,49492
2009-07-21,45500,42889,41554,40745,40650,41021,43268,46650,51998,55929,57703,58246,55625,58401,59592,59128,58892,57397,55774,55479,55467,53412,50948,48996
2009-07-22,45096,41976,40765,39850,39627,39955,42382,45536,50960,54836,56711,56864,54201,56996,58226,57770,57639,56263,54358,54223,54510,52381,50040,47974
2009-07-23,43968,41783,40488,39583,39418,39795,42410,45385,50538,54587,56640,57425,54808,57601,58743,58118,57766,56341,54865,54796,54544,52309,49973,48243
2009-07-24,44394,41911,40840,39971,39826,40206,42621,45785,50924,54573,56376,56946,54070,56428,57224,56358,55656,54092,52467,52458,52532,50854,49078,47284
2009-07-25,43551,41348,40071,39411,39045,39269,40701,42096,44602,46942,48887,49542,47500,48707,49068,48323,47391,45933,45731,46619,47560,46660,45157,43993
2009-07-26,40471,38437,37169,36333,36158,36198,37438,38118,39226,41058,42652,43472,43252,44162,44482,44219,44070,43848,44377,45521,46625,45880,44637,42517
2009-07-27,38973,36947,35787,35226,35329,36128,39008,42840,48933,53423,55564,56363,53838,56440,57585,57134,56857,55494,53973,54002,53793,51805,49367,47352
2009-07-28,43740,41560,40262,39387,39290,39818,42216,45273,50305,54047,55781,56226,53182,55807,56991,56299,55925,54527,53372,53437,53124,51152,49144,47564
2009-07-29,43707,41563,40391,39735,39618,40140,42496,45190,49922,53506,55433,56298,53681,56442,57923,57425,57234,55530,53806,53898,54030,52079,49731,47844
2009-07-30,43859,41590,40327,39588,39408,39888,42285,45116,49950,53852,55902,56893,54507,57213,58389,57952,57462,55865,54173,54238,54100,52280,49981,48165
2009-07-31,44111,41984,40631,39705,39520,40095,42145,44934,49599,53272,55427,56028,53691,55846,56611,55692,54859,53105,51435,51445,51882,50263,48244,46424
2009-08-01,42963,40776,39425,38491,38091,38190,39409,40601,42165,44187,46088,46622,45967,46516,46548,46002,45758,45252,45232,46279,47347,46100,44642,43136
2009-08-02,40268,38231,36947,36103,35950,36092,37012,37632,38537,40280,42017,42954,43140,43910,44055,44020,44006,44166,44446,45856,46763,45889,44552,42329
2009-08-03,39123,37154,35737,35267,35206,35692,38018,40861,44034,46605,47950,48404,47513,48827,49338,49158,49028,48605,47950,48543,49010,47432,45431,43957
2009-08-04,40683,38461,37318,36651,36423,36810,38876,41555,45212,48080,49946,50835,49932,51882,52668,52579,52357,51425,50225,50708,51022,49346,47057,45422
2009-08-05,41867,39683,38235,37480,37285,37833,39915,42595,46731,49870,52038,52936,51864,53854,54900,54670,54528,53734,52167,52560,52639,50627,48241,46282
2009-08-06,42477,40403,39129,38262,38004,38489,40535,43469,48160,51795,53961,54851,53458,55887,57014,56749,56292,55130,53874,54001,53579,51340,48951,47297
2009-08-07,43552,41482,40245,39404,39014,39690,41659,44702,49154,52953,54819,55506,53780,55986,57052,56790,56430,55298,53941,54205,53978,51890,49717,47894
2009-08-08,44278,41964,40575,39663,39396,39552,40855,42724,46030,48652,50675,51466,50282,51709,52192,51289,50348,49341,49058,50313,51052,49676,47878,46529
2009-08-09,43036,40785,39308,38360,37952,37873,38741,39710,41335,43656,45722,46848,46973,48139,48305,48107,47982,47842,48207,49663,50348,49245,47444,44576
2009-08-10,41112,38736,37394,36597,36265,36919,39584,43599,50116,54949,57390,58290,56024,59103,60492,59956,59609,58516,56897,57144,56637,54295,51716,49621
2009-08-11,45345,42815,41504,40495,40290,40818,43089,46271,51640,55731,57220,57092,54261,56620,57619,57217,56886,56115,55133,55201,54416,52449,50080,48269
2009-08-12,44292,41980,40823,40023,39943,40531,42900,46056,51533,55697,57425,57803,54981,57463,58564,58038,57603,56645,55265,55573,55052,53118,50782,48738
2009-08-13,44553,42165,40954,40046,39937,40562,42811,45715,51353,55464,57762,58647,56233,59391,60699,60421,60171,58805,56944,57123,56427,54068,51475,49181
2009-08-14,45177,42798,41351,40458,40323,40870,42945,45899,51500,55949,58323,59183,56827,59529,60730,60170,59962,58589,56707,56876,56313,53706,51144,49009
2009-08-15,44993,42739,41180,40154,39763,39728,40796,42147,44828,48040,50336,51695,50862,52392,52995,52637,52190,51108,50673,51916,52319,50799,48922,46252
2009-08-16,42769,40555,39102,38188,37672,37750,38561,39331,40930,43395,45451,46514,46621,47541,47802,47625,47604,47498,48020,49911,50351,49046,47277,44581
2009-08-17,40851,38691,37305,36475,36539,37508,40221,44286,51117,56140,58344,59198,56782,59974,61411,61206,61028,59899,58385,58717,57742,55138,52352,50038
2009-08-18,45870,43377,42018,41110,41100,41469,43533,47083,53262,58026,60170,60870,58417,61295,62677,62264,62087,61045,59668,60318,59486,56663,53643,50905
2009-08-19,46517,43864,42346,41582,41287,41761,44147,47686,53978,58990,61383,62594,60191,62758,63212,62811,63184,62016,60096,60784,59869,57345,54179,51713
2009-08-20,47270,44646,43120,42161,41949,42512,44720,48421,54656,59615,61746,62115,59104,61453,62753,62421,62147,61174,59597,60018,58723,56092,52922,50552
2009-08-21,46419,43823,42430,41444,41123,41644,43850,47095,52972,57532,59479,60055,57387,59706,60756,60030,59833,58678,56822,57551,56841,54435,52042,49690
2009-08-22,45743,43327,41951,40875,40601,40688,41928,43560,47212,50470,52548,53547,51771,53231,53552,52478,51347,49704,49421,51068,51079,49689,47875,46174
2009-08-23,42823,40792,39507,38506,38116,38158,38965,39548,40961,43288,45224,46202,46210,47462,47753,47580,47458,47159,47291,49316,49661,48546,46859,44157
2009-08-24,40544,38509,37391,36920,36837,37706,40592,44765,51459,56517,58949,59822,57195,59943,61245,60759,60410,59279,57861,58381,57065,54434,51641,49577
2009-08-25,45417,43133,41960,41075,41016,41736,43943,47208,52779,56886,59159,59915,57167,59968,60971,60241,60260,59153,57730,58402,57113,54381,51690,49522
2009-08-26,45602,43299,42081,41234,41167,41719,44054,47359,52745,56604,58369,59196,56270,59238,60319,59816,59636,58463,57125,57858,56490,54089,51512,49313
2009-08-27,45372,43125,41919,41180,41062,41707,44084,47650,52783,56795,58829,59553,56533,59259,60444,60000,60007,59057,58010,58899,57464,55015,52436,50107
2009-08-28,45932,43584,42316,41478,41384,42028,44346,48016,53382,57600,59724,60528,57741,60428,61414,60753,60273,58608,56641,57431,56153,53515,50873,48615
2009-08-29,44673,42375,41044,40205,40049,40409,41790,43534,46725,49569,51144,51791,49812,51304,51560,50622,49469,48002,48404,49876,49450,48046,46396,44989
2009-08-30,41858,39893,38615,37929,37693,37902,38669,39218,40118,41637,42965,43471,42946,43577,43702,43422,43254,43332,44005,46212,46285,45396,44432,42208
2009-08-31,38909,37081,36058,35689,35827,37027,39931,43655,48808,52798,54436,55037,52144,55097,56461,56210,55972,55088,54141,55331,53951,51777,49583,47633
2009-09-01,43616,41603,40644,39925,40109,40795,43041,45904,50177,53538,55023,55746,52856,55806,57233,57095,57022,55802,54616,55651,54408,52197,49879,48034
2009-09-02,44050,42033,40868,40263,40208,40896,43169,46017,50238,53601,55242,55851,53173,56321,57800,57559,57372,55988,54768,55782,54406,52328,50119,48240
2009-09-03,44207,42223,41150,40491,40512,41496,43843,46603,50740,53918,55662,56357,53650,56882,58194,57920,57819,56665,55671,56736,55258,52825,50606,48611
2009-09-04,44633,42564,41411,40678,40929,41866,44039,47054,51595,54914,56477,57039,54130,57339,58476,58022,57852,56750,55720,56709,55255,53057,50919,48926
2009-09-05,45224,43092,41960,40945,40786,41441,42735,44696,47753,50448,52283,52988,51061,52891,53402,52604,51537,49869,49832,51742,51224,49695,47958,46414
2009-09-06,42883,41062,39673,38654,38398,38850,39407,39899,41019,43127,45009,46044,45981,46846,47017,46810,46679,46542,47322,49616,49142,48019,46543,44191
2009-09-07,40864,38665,37499,36949,37297,38627,41377,45581,51613,55984,58060,58937,56074,59271,60624,60336,60169,58737,57887,58466,56684,54173,51661,49592
2009-09-08,45404,43127,42069,41353,41343,42284,44523,47542,52167,55947,57451,58060,55069,58160,59386,59042,58873,57625,56620,57675,55729,53173,50921,48824
2009-09-09,45016,42930,41989,41385,41322,42218,44392,47376,51992,55519,57127,57825,54900,58044,59138,58468,58169,56661,55446,56558,55111,52918,50768,48541
2009-09-10,44622,42628,41555,40869,40847,41764,43888,46748,51006,54124,55860,56615,53878,57005,58242,57805,57488,56233,55669,56635,55038,52770,50539,48734
2009-09-11,44891,42760,41790,41124,41213,42071,44146,46965,51266,54053,55606,56018,53038,55653,56799,56369,56258,55471,55106,55551,53912,52051,50218,48594
2009-09-12,44812,42748,41629,40667,40564,41361,42565,43775,46262,48403,49669,50159,47967,49475,49850,49000,48206,46880,47312,48994,48411,47402,46330,45330
2009-09-13,42035,40106,39031,38350,38202,38876,39377,39494,39797,41291,42745,43307,42965,43845,43932,43949,43879,43665,44814,47118,46781,45876,44882,42860
2009-09-14,39385,37542,36657,36285,36757,38272,40959,44779,49571,52563,53955,54375,51202,53916,55200,55126,55295,54533,54843,55318,53583,51697,50162,48571
2009-09-15,44508,42200,41213,40559,40756,41836,44144,46708,50246,52623,53992,54439,51373,54414,55596,55460,55330,54514,54422,55619,53976,51928,50238,48484
2009-09-16,44552,42381,41274,40630,40711,41843,44182,46905,50597,53248,54574,54966,51961,54839,55970,55625,55282,54220,54133,55292,53724,51949,50305,48494
2009-09-17,44602,42502,41465,40787,40894,41939,44187,46676,50283,53079,54403,54815,51770,54646,55826,55466,55578,54585,54884,55850,54144,51976,50209,48372
2009-09-18,44361,42310,41414,40582,40695,41866,44093,46693,50399,52947,54522,55122,52279,55366,56575,56390,56315,54914,54834,55634,54102,52069,50141,48387
2009-09-19,44519,42483,41535,40715,40566,41528,42989,44403,46597,48399,49690,49871,47834,49484,50143,49515,48532,47214,48181,49677,49013,47853,46810,45479
2009-09-20,42094,40197,38957,38226,38147,38834,39578,39645,40092,41192,42469,43032,42725,43429,43664,43568,43410,43770,45489,46946,46561,46044,45065,42989
2009-09-21,39796,37822,36795,36525,36997,38462,41167,44929,49616,52783,54083,54368,51009,53840,54869,55221,54857,54373,54698,54731,53177,51464,50172,48587
2009-09-22,44475,42452,41403,40773,41075,42258,44651,46983,50226,52481,53481,53696,50552,53680,54910,54756,54783,54172,54769,55412,53663,51728,50244,48450
2009-09-23,44530,42469,41394,40759,40968,42387,44508,46984,50348,52979,54264,54568,51547,54485,55639,55676,55520,54332,54612,55371,53735,52072,50407,48705
2009-09-24,44701,42561,41504,40829,41017,42314,44630,47020,50164,52590,53960,54511,51825,54837,55784,55494,55375,54676,55366,55939,54197,52218,50534,48831
2009-09-25,44892,42733,41780,41119,41153,42303,44542,47108,50485,52913,54130,54290,51188,54076,55228,54981,54920,54182,54881,55096,53714,51850,50527,49031
2009-09-26,45057,43080,41836,41219,41049,42144,43366,44148,46532,48592,49993,50360,48130,50107,50805,49994,49269,47905,49554,50416,49710,48644,47623,46319
2009-09-27,42941,40830,39478,38910,38919,39689,40316,40640,41281,42934,44062,44530,43777,44635,44916,44704,44677,45011,46719,47568,46999,46524,46035,44382
2009-09-28,40820,38727,37757,37291,37693,39350,41996,45187,49358,52252,53708,54064,51069,53835,55186,54837,54748,54248,55375,55590,53880,51943,50582,49028
2009-09-29,44805,42727,41609,40953,41072,42323,44841,47194,50570,52787,53827,54292,51182,54300,55558,55300,55144,54555,55682,55733,53936,52223,50546,48963
2009-09-30,44870,42674,41706,41064,41162,42491,44565,46923,50331,52980,54136,54204,51433,54352,55410,55060,54634,53268,54209,54298,52941,51301,49985,48332
2009-10-01,44495,42350,41192,40420,40488,41681,43519,45343,48088,50126,51213,51529,49116,50750,50891,49496,48064,46893,48364,48729,47763,46817,45810,44441
2009-10-02,40891,38631,37116,36178,35730,36239,36537,36028,35267,36038,37011,37559,37566,37640,37627,37215,36848,36985,38949,39565,38961,38610,38737,37463
2009-10-03,34476,32514,31434,30965,31144,32293,33387,33393,31432,30671,30591,30606,30904,31137,31278,31477,31797,32614,34915,35896,35922,36300,37110,36247
2009-10-04,33715,31928,30830,30394,30707,31770,32405,32142,32049,32646,33597,33937,34139,34438,34525,34466,34689,35724,38504,39607,39259,39194,39422,38039
2009-10-05,34919,33279,32093,31621,32170,33838,35820,37236,39131,40830,41905,42277,41219,42421,43043,43125,43132,43351,45764,46447,45600,44651,44150,42996
2009-10-06,39284,37304,36171,35792,36353,38037,40629,43134,46491,48590,49883,50288,47276,49801,50998,50906,50840,50298,52264,52468,51161,49672,48869,47680
2009-10-07,43644,41278,40364,39818,40219,41743,44141,46164,48713,50762,51832,51920,48712,51549,52617,52359,52483,51802,53223,53077,51775,50580,49892,48584
2009-10-08,44412,42197,41297,40665,41099,42795,45205,46589,49168,50786,51723,51801,48282,50906,52057,51975,52117,51752,53914,53744,52654,50884,50170,49001
2009-10-09,44875,42754,41748,41298,41810,43545,45779,47208,49454,50947,51826,51821,48451,51182,52191,52016,52066,51746,53558,53247,52062,50753,50296,49340
2009-10-10,45446,43312,42083,41452,41906,43347,44545,44649,46083,47282,48221,48285,45765,47461,47882,47099,46483,45537,47947,48378,47844,47486,47685,47061
2009-10-11,43353,41253,40080,39521,39859,41097,41598,40712,40286,40864,41664,41791,41262,41939,42262,42075,42117,42736,45466,46152,46120,45715,45943,44397
2009-10-12,40758,38643,37630,37403,38256,40301,43075,45281,48570,50478,51447,51670,48219,50750,51946,51755,51843,51894,54006,53774,52255,51174,50769,49801
2009-10-13,45690,43350,42371,41740,42279,43844,46129,47579,49845,51018,51639,51632,48324,50923,52092,52008,52342,52703,54584,53932,52561,51166,50938,49895
2009-10-14,45702,43366,42313,41860,42642,44365,46393,47839,49983,51208,52064,52006,48461,51136,52082,51968,52164,51878,53812,53522,52242,51282,51029,50086
2009-10-15,46024,43660,42528,42104,42666,44479,46725,48129,50017,51270,51690,51634,48007,50747,51766,51489,51937,52004,54511,54012,52575,51303,51057,50190
2009-10-16,46080,43722,42589,42274,42820,44501,46744,47849,49947,51202,51839,51764,48389,50869,51956,51814,52011,52387,54176,53550,52212,51108,50916,49947
2009-10-17,45908,43305,42127,41746,42124,43577,45129,45530,46535,47107,47952,47897,45440,46771,47135,46415,45976,45810,48159,48107,47544,47178,48087,47702
